0,1,2,3,4,5,6,7,8,9,10
67,73116,1.0,"[20,80]","[9,14]",[100],[13],problem5058,14144.0,I will just take my $ 13 that rather just guarantee it than have a 20 % chance of making four less dollars .,24.0
68,73116,0.0,"[60,20,10,5,2.5,1.25,1.25]","[-8,66,68,72,80,96,128]",[100],[26],problem7608,39124.0,I would only lose $ 8 at a 60 % chance or I would win 66 or more at a 40 % chance . I will take my chances because the win - to - loss money ratio is a lot higher in terms of ... I would win a lot more than I would lose . I will take those odds .,63.0
69,73116,1.0,"[1,3.09375,15.46875,30.9375,30.9375,15.46875,3.09375]","[-49,16.5,17.5,18.5,19.5,20.5,21.5]",[100],[24],problem10248,23058.0,I will just win more money than any of the other options at a 100 % guarantee because this guarantees no matter what I would make more money than I would if I took the other one . $ 24 versus $ 21 . 5 at most .,48.0
70,73116,0.0,"[75,12.5,6.25,3.125,3.125]","[5,61,63,67,75]",[100],[16],problem2655,33862.0,I will take my since I am winning money no matter what I will take my chance on making six year more 25 % chance to make six year more because I would either make $ 5 in that option or it makes 16 in the other one and I would like to take a chance to make a lot more .,62.0
71,73116,1.0,"[1,49.5,24.75,12.375,6.1875,6.1875]","[-14,11,9,5,-3,-19]",[100],[9],problem5404,29702.0,I will just take my guaranteed $ 9 and not risk losing anything . The,15.0
72,73116,1.0,"[80,10,10]","[8,20.5,21.5]","[10,90]","[22,10]",problem13428,28210.0," I will just take 10 % chance at winning 22 , which is more than anything on the other side . With a 90 % chance of winning 10 , which is a higher number than $ 8 .",39.0
73,73116,1.0,[100],[12],"[25,75]","[-2,16]",problem6379,15437.0," 73 to 1 odds , I will take my chances to win 16 . 3 to 1 odds are good odds .",22.0
74,73116,0.0,[100],[3],"[90,10]","[-7,8]",problem8411,15409.0,I will just take my guaranteed money . It is too high of a risk for me . 90 % is too high of a risk .,27.0
75,73116,0.0,[100],[22],"[40,60]","[10,17]",problem9437,12470.0,I will take the guarantee of making more money no matter what 22 versus 17 at most,17.0
76,73116,1.0,[100],[21],"[99,1]","[19,55]",problem11934,17010.0," I will take my 1 % chance because 19 and 21 are not that big of a difference , but 55 is a lot bigger than both of those , so I will take my chance .",37.0
77,73116,0.0,"[95,5]","[7,-21]","[25,75]","[-4,6]",problem10071,28711.0," I will take the 95 % chance to win money versus a 75 % chance to win money , because no matter what the other option I would lose , 95 is almost guaranteed to hit .",37.0
78,73116,0.0,"[20,10,30,30,10]","[-49,14.5,15.5,16.5,17.5]",[100],[4],problem10387,16781.0,80 % odds to win money . I will take that because I would make a lot more than I would if I just took the guarantee .,28.0
79,73116,0.0,"[90,10]","[27,-13]","[75,0.78125,3.90625,7.8125,7.8125,3.90625,0.78125]","[-12,108.5,109.5,110.5,111.5,112.5,113.5]",problem1084,28793.0,I will rather take a 90 % chance to make money than a 75 % chance to lose money . I will rather take a 20 % chance to lose money than a 75 % chance to lose money .,40.0
80,73116,0.0,"[60,40]","[-36,38]","[50,50]","[8,-20]",problem6955,39571.0,I will take a 40 % chance to win 40 bucks because it is not horrible odds and the I am winning basically equal to what I am losing what I would lose versus the other one where I would win a lot less than what I would lose even though it is 50 50 yards,56.0
18,73122,1.0,"[25,75]","[1000,0]",[100],[240],practice_problem_a,18060.0, Win $ 1000 with 25 % chance or lose $ 0 with 75 % chance or win $ 240 with 100 % chance . I am going to go with win $ 240 with 100 % chance .,38.0
19,73122,0.0,"[80,20]","[-500,0]",[100],[-400],practice_problem_b,10913.0,lose $ 500 with 80 % chance or lose $ 0 with 20 % chance . I am going to go with the $ 500 .,26.0
21,73122,1.0,"[75,25]","[41,-3]","[40,60]","[10,58]",problem9679,17205.0,Win $ 41 with 75 % chance or lose $ 3 with 25 % chance or win $ 10 with 40 % chance or win $ 58 with 60 % chance . I am going to go the win and the win because then I will not lose any money .,51.0
22,73122,1.0,[100],[-6],"[75,25]","[-11,-2]",problem8873,7351.0," lose $ 6 with 100 % chance or lose 11 with 75 % chance , lose $ 2 with 25 . That one .",24.0
23,73122,0.0,[100],[17],"[95,5]","[2,92]",problem13816,8749.0,win $ 17 with a hundred percent chance or win $ 2 with 95 % let us go 17 with a hundred .,23.0
24,73122,0.0,"[40,30,15,7.5,7.5]","[-29,2,4,8,16]",[100],[-10],problem475,12401.0," I am going to lose 29 with 40 % when $ 2 or 30 , when 4 with 15 , when I am going to do that one .",29.0
25,73122,1.0,"[90,0.07812,0.54688,1.64062,2.73438,2.73438,1.64062,0.54688,0.07812]","[9,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5]",[100],[5],problem12868,9562.0,win $ 9 with 90 % win 7 . 5 with that is too low of a chance of going $ 5 with 100 %,25.0
26,73122,0.0,"[10,90]","[14,15]","[5,95]","[86,13]",problem1345,10837.0," with when $ 14 with 10 %, when $ 15 with 90 , when that was five , when 13 with 95 . I am going to go that one .",31.0
27,73122,1.0,"[1,3.09375,15.46875,30.9375,30.9375,15.46875,3.09375]","[3,19.5,20.5,21.5,22.5,23.5,24.5]","[75,25]","[25,1]",problem8720,8177.0," Win $ 3 with one . Like I said , these are really low odds until you get the middle . I am going to go the right .",29.0
28,73122,0.0,[100],[12],"[50,50]","[-4,20]",problem5565,5649.0," Win $ 12 with a 100 % chance to lose for anything that says that I am not going with , so we are going with that .",28.0
29,73122,1.0,"[50,50]","[6,42]",[100],[19],problem8952,8436.0," win 6 with 50 , win 42 with 50 , win 19 with 100 . win 19 with 100 .",20.0
30,73122,0.0,"[80,20]","[16,-23]","[75,0.19531,1.36719,4.10156,6.83594,6.83594,4.10156,1.36719,0.19531]","[-16,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5]",problem6117,13441.0,100 . Lose 23 . Win 16 . Lose 16 . Win 16 .,14.0
31,73122,1.0,"[25,75]","[90,-42]","[75,25]","[-39,53]",problem4336,8810.0,left . When 90 with 25 lose 42 with 75 lose 39 with 75 or 150 through 25 that one .,21.0
32,73122,1.0,[100],[-7],"[1,99]","[-9,3]",problem11564,4480.0," lose seven with a hundred , lose nine with one , win three with many in .",17.0
33,73122,1.0,"[5,95]","[7,9]",[100],[10],problem3390,5650.0,win seven with five win nine with 95 win ten with a hundred that one,15.0
34,73122,1.0,"[40,60]","[-43,49]",[100],[10],problem2793,8218.0,lose 43 with 40 win 49 with 60 win 10 with 100 I do not want to lose any,19.0
35,73122,1.0,"[50,50]","[-32,100]",[100],[29],problem908,5912.0,lose 32 with 50 win 100 with 50 win 29 with 100,12.0
36,73122,0.0,[100],[23],"[25,75]","[-4,31]",problem13240,3067.0," win 23 with 100 , that .",7.0
37,73122,0.0,[100],[-10],"[10,90]","[-25,-15]",problem9106,6149.0," Lose 10 with 100 , lose 25 with 10 , lose 15 , lose 10 with 100 .",18.0
38,73122,1.0,[100],[18],"[50,50]","[0,59]",problem7142,6185.0," Win 18 with 100 , lose 0 with 50 , win 59 with 50 .",15.0
39,73122,1.0,"[1,49.5,24.75,24.75]","[-17,-5,-3,1]","[5,95]","[115,-5]",problem11025,6292.0," lose 17 with 1 , lose 5 with 49 , lose 3 , there is a lot of losing ummm I am going to go with the one on the right still even though we might , we are definitely going to lose $ 5 oh no , actually no oh no , it will not let me change my answer ",61.0
40,73122,1.0,"[60,0.3125,2.1875,6.5625,10.9375,10.9375,6.5625,2.1875,0.3125]","[-41,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5]","[10,90]","[19,-10]",problem13047,12826.0,okay lose 41 with 60 no oh god I do not know the odds they are not great they are not great I think the one on the right,29.0
41,73122,1.0,"[95,5]","[4,35]",[100],[7],problem1605,6782.0," Win 4 with 95 , win 35 with 5 , win 7 with 100 . No one .",18.0
42,73122,0.0,[100],[15],"[1,3.09375,15.46875,30.9375,30.9375,15.46875,3.09375]","[18,19.5,20.5,21.5,22.5,23.5,24.5]",problem8624,7839.0," 115 with 100 , 118 with 1 , no 115 .",11.0
43,73122,0.0,"[5,95]","[0,6]","[90,10]","[11,-47]",problem7000,4939.0," 100 . Lose 0 with 5 , win 6 with 95 . Always pick the 100 .",17.0
44,73122,0.0,"[75,12.5,6.25,6.25]","[-15,40,38,34]",[100],[-3],problem8373,7803.0,lose nothing . Liz 15 with 75 . 140 . I will lose 3 with 100 . Obviously that one then . Wait . Actually aw dang it .,29.0
45,73122,0.0,"[25,75]","[21,1]","[1,99]","[-19,-3]",problem6973,5422.0,win 21 with 25 win 1 with 75 lose 19 lose loses win,13.0
46,73122,0.0,[100],[-1],"[60,40]","[-38,54]",problem435,3373.0,I will use one with 100 or lose 38 though .,11.0
47,73122,0.0,"[50,0.39062,2.73438,8.20312,13.67188,13.67188,8.20312,2.73438,0.39062]","[4,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5]","[10,90]","[98,-8]",problem3611,8555.0," win 4 with 50 , win 98 with 10 , lose 8 with 90 . This is all winnings .",20.0
48,73122,1.0,"[75,25]","[13,13]",[100],[15],problem961,5320.0," win to go all winning . Win 13 , 75 , win win win win . ARY ",17.0
49,73122,1.0,"[60,40]","[-1,-24]","[95,5]","[-9,2]",problem674,3356.0," Lose 1 with 60 , lose 24 , we are going to do the lose .",16.0
50,73122,0.0,[100],[21],"[10,0.70312,4.92188,14.76563,24.60938,24.60938,14.76563,4.92188,0.70312]","[15,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5]",problem5359,6140.0," win 21 with 100 , or 115 with 10 , win that with that phone .",16.0
51,73122,1.0,"[50,25,12.5,6.25,3.125,1.5625,0.78125,0.78125]","[-7,20,22,26,34,50,82,146]",[100],[11],problem5068,9250.0,blue 7 with 50 and 20 so it is getting tiring .,12.0
52,73122,0.0,[100],[4],"[75,25]","[-3,31]",problem13463,3028.0,100 . When 4 with 100 lose 3 .,9.0
53,73122,1.0,[100],[6],"[90,10]","[11,40]",problem1915,5074.0," win 6 with 100 , win 11 with 90 , win 4 with that one .",16.0
54,73122,1.0,"[80,2.5,7.5,7.5,2.5]","[-37,116.5,117.5,118.5,119.5]",[100],[-4],problem1537,4743.0,lose 37 with 80 lose 4,6.0
55,73122,0.0,"[20,80]","[31,15]","[80,20]","[-3,112]",problem6187,6705.0," win 3 - 1 with 20 , win 15 with 80 , lose 3 with 80 . Win win .",20.0
56,73122,1.0,"[90,10]","[-2,25]",[100],[0],problem2151,7821.0,lose 2 with 9d win 25 with 10 lose 0 with 100 you,13.0
57,73122,0.0,"[80,20]","[11,45]","[60,40]","[39,-21]",problem9788,10826.0," win 11 with 80 , win 45 with 20 , win 39 with 60 , lose 21 with 40 , win win again .",24.0
58,73122,1.0,"[25,37.5,37.5]","[-12,-8.5,-7.5]",[100],[-8],problem881,4636.0,Lose those lose or lose that one .,8.0
59,73122,0.0,"[40,60]","[37,4]","[40,30,30]","[-5,32.5,33.5]",problem12473,6478.0," Face off 40 , 4 , 16 , 1 , 1 .",12.0
60,73122,0.0,"[90,10]","[24,34]",[100],[20],problem7137,4812.0,2490 Bye bye .,4.0
61,73122,0.0,"[60,40]","[30,23]","[5,95]","[31,42]",problem1327,3960.0,How to do a 260 .,6.0
62,73122,1.0,"[5,95]","[58,22]","[12.5,37.5,37.5,12.5]","[22.5,23.5,24.5,25.5]",problem1750,14300.0," 58 with 5 , 22 with 95 , or 22 and 12 . 5 . This one .",18.0
63,73122,1.0,"[50,1.5625,7.8125,15.625,15.625,7.8125,1.5625]","[-44,59.5,60.5,61.5,62.5,63.5,64.5]",[100],[6],problem12368,3534.0," Okay , at least 44 with 50 . This one .",11.0
64,73122,0.0,"[5,95]","[-45,14]","[40,60]","[15,-3]",problem2430,8052.0," lose 45 with 5 , 114 with 95 , 115 with 40 , lose 3 - 0 .",18.0
65,73122,1.0,"[75,0.78125,3.90625,7.8125,7.8125,3.90625,0.78125]","[21,61.5,62.5,63.5,64.5,65.5,66.5]","[10,90]","[29,29]",problem12219,7565.0," win 21 with 75 , win 29 with 10 , win 29 with 90 , win win win .",19.0
66,73122,0.0,[100],[7],"[10,90]","[-37,-2]",problem6358,4176.0,win seven with a hundred or lose,7.0
67,73122,1.0,"[25,37.5,37.5]","[-11,16.5,17.5]",[100],[10],problem3338,2922.0,lose 11 win win win,5.0
68,73122,1.0,"[40,30,15,15]","[-23,33,31,27]","[60,40]","[15,-10]",problem10882,11967.0,lose win win win win lose um that is 40 that is 60 they are both 40 You are got one down your does,24.0
69,73122,0.0,"[75,25]","[26,-14]","[60,40]","[-13,40]",problem3359,6819.0," win , lose 75 , win 25 , lose 60 ",10.0
70,73122,1.0,"[80,20]","[13,14]",[100],[14],problem723,6426.0,and win 13 with 80 win win just go with that,11.0
71,73122,1.0,"[95,5]","[22,29]",[100],[25],problem9617,6280.0," when 22 is 95 , when 920 out was 5 , when 25 100 % that one .",18.0
72,73122,1.0,"[50,6.25,18.75,18.75,6.25]","[-10,62.5,63.5,64.5,65.5]",[100],[23],problem10074,1904.0,wind,1.0
73,73122,1.0,"[1,99]","[58,25]","[95,2.5,2.5]","[38,41,39]",problem6106,4909.0,1 - 1 - 1 - 1 - 1 - 95 - 38,13.0
74,73122,1.0,"[40,7.5,22.5,22.5,7.5]","[-50,16.5,17.5,18.5,19.5]",[100],[0],problem7469,4768.0," lose 50 with 40 , lose 0 , 100 ",9.0
75,73122,0.0,[100],[21],"[50,50]","[19,32]",problem7190,4739.0,121 with 100,3.0
76,73122,0.0,"[90,10]","[14,-26]","[60,20,10,5,5]","[-38,76,78,82,90]",problem5116,5743.0,win 14 with 90 lose 26 zero with 10 % chance .,12.0
77,73122,0.0,[100],[-5],"[90,5,5]","[-10,74,72]",problem11013,6288.0,who is five dollars are with . No . Done .,11.0
78,73122,0.0,[100],[30],"[75,25]","[-8,115]",problem9855,10349.0,win 30 with 100 lose 8 with 75 win 100 with 100 win 100 with 100,16.0
79,73122,1.0,"[50,50]","[-44,67]",[100],[9],problem10312,4291.0," It was 44 with 50 , no loosing .",9.0
80,73122,1.0,"[99,0.5,0.25,0.125,0.0625,0.0625]","[-4,-6,-4,0,8,24]","[60,40]","[12,-33]",problem2730,5724.0,lose 4 with 99 ? No . No .,9.0
81,73122,0.0,"[99,1]","[20,73]",[100],[21],problem1177,4771.0," Win 20 with 99 , win 73 with 1 .",10.0
82,73122,1.0,"[80,0.625,3.125,6.25,6.25,3.125,0.625]","[-13,81.5,82.5,83.5,84.5,85.5,86.5]","[1,99]","[77,-1]",problem1849,5373.0,I lose 13th 80 or I lose 1 with ending up .,12.0
83,73122,0.0,"[75,12.5,6.25,3.125,1.5625,0.78125,0.78125]","[12,51,49,45,37,21,-11]","[80,20]","[27,24]",problem7016,6635.0," One , two , three , four , five , four , five , six , seven , eight , nine , ten , ten , ten , ten , ten ,",32.0
84,73122,0.0,[100],[12],"[80,20]","[-8,91]",problem8956,5864.0,Wind 12 with 100 .,5.0
85,73122,1.0,"[60,40]","[-36,68]",[100],[11],problem4643,5189.0,The 36th is 60 . 168 before you win .,10.0
86,73122,1.0,"[60,20,10,5,2.5,1.25,0.625,0.625]","[-37,66,68,72,80,96,128,192]",[100],[6],problem14108,1243.0,When ?,2.0
87,73122,0.0,"[90,10]","[2,20]","[5,95]","[36,0]",problem14266,1776.0,we,1.0
18,73124,1.0,"[25,75]","[1000,0]",[100],[240],practice_problem_a,38431.0," When $ 1000 with 25 % chance , lose $ 0 with a 75 % chance . Or win $ 240 with a 100 % chance . I think I would choose option two because you have a 100 % chance of winning that amount of money compared to only a 25 % chance of winning $ 1000 .",59.0
19,73124,0.0,"[80,20]","[-500,0]",[100],[-400],practice_problem_b,36247.0," lose $ 500 with 80 % chance , lose $ 0 with 20 % chance , or lose $ 400 with 100 % chance . I guess I would probably choose option one because you could still be gaining $ 100 from that compared to option two where you would be losing all your money . For the first option , you only have an 80 % chance of losing the $ 500 .",74.0
21,73124,1.0,"[1,99]","[33,28]","[60,40]","[21,51]",problem1464,68972.0," win $ 33 with 1 % chance or win $ 28 with a 99 % chance or win $ 21 with a 60 % chance and win $ 51 with a 40 % chance . So it looks like the amount , I think I would probably choose option 1 because you only have a 1 % chance of losing $ 33 and then you have a 99 % chance of winning $ 28 compared to only 60 % and 40 % on the other side . Actually , I might change and choose option 2 .",97.0
22,73124,1.0,[100],[23],"[99,1]","[29,33]",problem4558,26314.0," win $ 23 with a 100 % chance or win $ 29 with a 99 % chance win 33 , I would choose option 1 no excuse me option 2 because you are winning more money with only a 1 % chance that you will not get the $ 29 compared to $ 23 with a 100 % chance ",59.0
23,73124,1.0,"[1,49.5,24.75,24.75]","[1,20,18,14]",[100],[12],problem8679,23339.0,When $ 1 with 1 % chance ? No . When $ 20 with 49 . 5 ? No . When 18 with 24 . 75 ? No . When 14 ? No . When $ 12 with 100 % chance ? I would do that one because you have a 100 % guarantee of winning the money .,59.0
24,73124,0.0,[100],[30],"[20,2.5,12.5,25,25,12.5,2.5]","[13,26.5,27.5,28.5,29.5,30.5,31.5]",problem10064,16905.0," win $ 30 with 100 % chance . So you can win 13 with a 20 , 26 with 2 . 5 , 27 with 12 . I would probably choose option one because you have the 100 % chance of just winning $ 30 compared to having the chances of not winning anything .",55.0
25,73124,1.0,"[95,5]","[11,4]","[90,5,2.5,1.25,0.625,0.3125,0.15625,0.15625]","[11,10,12,16,24,40,72,136]",problem2356,19666.0," When $ 11 with 95 % chance , when $ 4 with 5 % chance . So overall you would be getting , if everything worked out you would be getting $ 14 . And then option 2 , if everything worked out you would be getting way more money so I am going to choose option 2 .",59.0
26,73124,1.0,"[25,2.34375,11.71875,23.4375,23.4375,11.71875,2.34375]","[-24,-2.5,-1.5,-0.5,0.5,1.5,2.5]",[100],[-6],problem5253,15811.0," lose $ 24 with 25 % chance . I choose option 2 because you are overall ... well , yeah , you are overall going to probably lose less money with option 2 because you are only risking $ 6 compared to way more money in option 1 .",49.0
27,73124,0.0,[100],[30],"[95,0.03906,0.27344,0.82031,1.36719,1.36719,0.82031,0.27344,0.03906]","[20,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5]",problem13402,23705.0," win $ 30 with a 100 % chance or win $ 20 with a 95 % chance . Win $ 109 . The percentages are very small for option 2 , so I am going to go ahead and pick option 1 , because you have a 100 % chance , even though the amounts are much more on option 2 .",62.0
28,73124,1.0,"[75,25]","[21,-6]","[60,40]","[-35,83]",problem901,42019.0," When $ 21 with 75 % chance , lose 6 with 25 . So you could win 6 and then lose 6 or you could lose 35 with 60 % chance and win 83 with a 40 % chance . I am going to go with option 2 because you are winning 83 with a 40 . No . 21 . So 83 minus 35 would be 1 second . $ 48 . Yeah , I would do option 2 because you are still getting more money .",88.0
29,73124,1.0,[100],[15],"[75,25]","[-4,61]",problem10375,8988.0," Win $ 15 with 100 % chance . Lose $ 4 . Win $ 61 . I would choose option two . Your chance to lose $ 4 is a lot , but you would still be winning a lot more with the chance of losing less .",48.0
30,73124,0.0,[100],[25],"[95,2.5,1.25,0.625,0.625]","[17,48,46,42,34]",problem11851,16503.0," Win $ 25 with 100 % chance . Win $ 17 . 95 that is good . Win $ 48 with 2 . 5 . No , no , no . I would probably go with option one because you have a bigger chance of winning money . More money .",51.0
31,73124,0.0,[100],[14],"[40,60]","[-2,34]",problem3391,13095.0," Win $ 14 with 100 % chance , lose $ 2 with a $ 40 . So $ 34 , $ 32 , but you have a 60 % chance . I would do option one because you have a bigger chance of getting the $ 14 . You have a $ 14 , fair to losing $ 32 .",60.0
32,73124,0.0,[100],[6],"[80,10,5,2.5,1.25,1.25]","[-9,68,66,62,54,38]",problem8332,17852.0," win six dollars , 100 % chance , lose nine dollars with 80 % chance , 68 . I probably do option one because you have a chance of winning six dollars with 100 % chance compared to all the other ones with the lower percentage of the opportunity to win .",52.0
33,73124,0.0,"[50,50]","[35,3]","[50,50]","[4,29]",problem4719,18894.0," Win $ 35 with 50 % chance , win $ 50 . Win $ 4 with $ 50 , win $ 29 with $ 50 . Well that is a silly question . So you would win a total of $ 33 . Obviously option one is a better chance because you are winning more money .",57.0
34,73124,0.0,"[80,20]","[-20,-3]",[100],[-4],problem2944,17182.0,Loose $ 20 with a 80 % chance . Lose 5 or lose 3 so that is $ 2 . Loose $ 4 with a 100 % chance . Ups in one you are still getting money .,38.0
35,73124,1.0,"[50,0.39062,2.73438,8.20312,13.67188,13.67188,8.20312,2.73438,0.39062]","[-11,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5]",[100],[28],problem8655,14168.0,So win $ 28 with 100 % chance or lose one time when with all those little chances I would say option 2 because you have a guarantee to win $ 28 .,33.0
36,73124,0.0,[100],[26],"[25,2.34375,11.71875,23.4375,23.4375,11.71875,2.34375]","[7,27.5,28.5,29.5,30.5,31.5,32.5]",problem8692,7449.0,Win 26 with one win . I would probably say option one because you have a guarantee to win it .,21.0
37,73124,0.0,[100],[8],"[90,5,5]","[-12,104,102]",problem5317,12252.0," win , lose $ 12 . Those are small . I am going to go with option one because the chances of winning option two are very small .",29.0
38,73124,1.0,"[60,40]","[-12,33]","[75,25]","[5,-15]",problem4957,20093.0," lose $ 12 with 60 % chance . Win 33 with a 40 % chance . So you are losing with a more than 50 % chance , and then you are winning with less than 50 . Be winning with more than ... I would probably choose option 2 because you are winning with more than 50 % and losing with less than 50 .",66.0
39,73124,0.0,"[75,25]","[17,53]",[100],[30],problem12468,15790.0," So option one you are winning with more than 50 and losing . So you would win 17 , possibly all that . I would go with option one .",30.0
40,73124,0.0,"[60,20,10,5,2.5,2.5]","[-8,1,-1,-5,-13,-29]",[100],[-4],problem3727,7821.0," Lose too many losses , but hold on , let us see . Use $ 4 with OK , here I choose option 1 because you still have a chance of winning something .",34.0
41,73124,1.0,[100],[-5],"[40,60]","[-15,20]",problem5047,10321.0," lose $ 5 with 100 % chance , lose $ 15 with $ 40 when I do option 2 because you have to 60 % chance of winning $ 20 .",31.0
42,73124,1.0,"[99,1]","[-5,48]","[10,90]","[69,-18]",problem6969,10941.0," lose $ 5 with 99 % chance , win 48 with 1 . That is a very small chance of winning , but option two has a bigger chance of winning .",32.0
43,73124,1.0,"[20,10,30,30,10]","[-37,24.5,25.5,26.5,27.5]",[100],[14],problem4901,6055.0,lose when I do the $ 14 because you have the guarantee of winning it .,16.0
44,73124,0.0,[100],[10],"[99,1]","[7,8]",problem12892,13408.0," With $ 10 . 00 , with a 100 % guarantee , win 7 with a 99 , win 8 with a 1 - I - do , option 1 , because you are guaranteed more money .",38.0
45,73124,0.0,"[5,95]","[63,-12]",[100],[-8],problem13676,14913.0," win 63 with 5 % chance , lose that is a big I would say lose $ 8 with because you are still going to option A , you are losing less .",33.0
46,73124,0.0,"[60,40]","[50,-13]","[40,1.875,9.375,18.75,18.75,9.375,1.875]","[-32,59.5,60.5,61.5,62.5,63.5,64.5]",problem3843,15237.0,Win $ 50 with a 60 % chance . Lose $ 13 with $ 40 . Lose $ 32 with $ 40 . Win $ 59 with $ 1 . 8 . Probably go with option 1 because you are losing less .,43.0
47,73124,1.0,"[60,40]","[-2,41]","[60,40]","[14,12]",problem7443,23339.0," Loose 2 with 60 % chance . Win 40 . Win 14 with 60 % chance . They are both the same almost , but I probably choose option 2 . Because you have the chance of winning compared to losing .",42.0
48,73124,1.0,"[99,1]","[24,6]","[25,75]","[5,25]",problem1437,16001.0,win 24 with a 99 win 6 with a 1 . It is not bad . 5 with a 25 . I will do option 2 because you can win more .,32.0
49,73124,1.0,"[50,50]","[-38,69]","[40,60]","[62,-15]",problem13694,10744.0," lose 30A with 50 , no not the , that is a 50 - 50 chance you will win here you have option B gives you a bigger chance to win because you only have a , actually option A because you have a 50 - 50 chance , whoa it will not let me click option A , well I mean option A it will not let me click it so .",73.0
50,73124,1.0,"[1,99]","[79,-9]","[10,90]","[-30,-7]",problem5492,8680.0," When Sony 9 with 1 % Lose ? No . Option B , because you have a bigger chance .",20.0
51,73124,1.0,"[90,1.25,3.75,3.75,1.25]","[6,75.5,76.5,77.5,78.5]",[100],[10],problem12579,8113.0,That is a winning . Win six dollars with ninety . The rest of percentages are low . I would do option two because you are guaranteed the ten dollars .,31.0
52,73124,1.0,[100],[15],"[80,10,10]","[9,29,27]",problem5741,16828.0,Win $ 15 with 100 % chance . I would do option B because you have a bigger chance of winning more money .,24.0
53,73124,0.0,"[90,10]","[29,11]","[5,47.5,23.75,11.875,5.9375,2.96875,2.96875]","[-38,27,29,33,41,57,89]",problem7200,14675.0,Win $ 29 with a 90 % chance or win $ 11 with a 10 % chance . Option A has a bigger chance of winning the money compared to option B so I would probably choose option A .,40.0
54,73124,0.0,"[50,50]","[32,0]","[5,95]","[-32,19]",problem11889,9479.0," Win 32 with a 50 , lose 0 with a 50 . Okay , so you are not losing anything . I would choose option A because you are not losing anything with a 50 - 50 chance .",39.0
55,73124,0.0,"[20,80]","[-15,14]","[5,95]","[13,-1]",problem13127,9081.0,Lose 15 with 20 % chance . That is too big . I would do option A because you are losing more .,23.0
56,73124,0.0,[100],[8],"[75,0.19531,1.36719,4.10156,6.83594,6.83594,4.10156,1.36719,0.19531]","[10,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5]",problem1375,12491.0,for the amount when eight dollars with a hundred percent chance when ten dollars with seventy five seven dollars the percentages are too low on option b so i am going to choose option one,35.0
57,73124,0.0,"[75,25]","[10,40]","[25,75]","[83,8]",problem13286,14253.0,Win $ 10 with 75 % chance . It is a big chance . Win 83 with a 25 that is lower . Win 40 with 25 . Win 8 with 75 . Option A has bigger chance of winning more money .,43.0
58,73124,1.0,"[40,0.46875,3.28125,9.84375,16.40625,16.40625,9.84375,3.28125,0.46875]","[-4,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5]","[20,80]","[9,8]",problem5576,8183.0,Loose 4 percentages are once again too low on option A so I would choose option B because you have a bigger percent chance of winning .,27.0
59,73124,1.0,"[99,0.5,0.5]","[13,45,43]","[75,25]","[11,2]",problem9148,9364.0," Win 13 for 99 , win 11 for 75 , win 45 for 0 . 5 , win 2 , I choose option 2 because you have a bigger chance of winning money .",34.0
60,73124,1.0,"[25,75]","[17,25]",[100],[27],problem5766,6124.0," 17 for 25 , 25 for 75 . I would do option two because you have the guarantee of winning 27 dollars compared to nothing .",26.0
61,73124,1.0,[100],[-5],"[90,5,2.5,1.25,1.25]","[-10,34,36,40,48]",problem989,6813.0," lose five with 100 % lose 10 , 5 . I would still do option B with the option of winning something .",23.0
62,73124,0.0,[100],[6],"[95,2.5,1.25,1.25]","[3,25,23,19]",problem9390,10683.0,Win $ 6 with a 100 % chance or win with $ 95 when I would do option A because you have a better chance of guaranteeing that money .,30.0
63,73124,1.0,"[1,99]","[80,8]","[90,10]","[9,18]",problem14363,13181.0," when 80 with 1 % chance , when 8 with 99 , so when 80 with 1 , when 9 with 90 , when I would do option B of a bigger chance of winning .",36.0
64,73124,1.0,"[75,0.78125,3.90625,7.8125,7.8125,3.90625,0.78125]","[8,41.5,42.5,43.5,44.5,45.5,46.5]",[100],[11],problem4105,5314.0,75 and then the rest are low so option B has a bigger chance of winning .,17.0
65,73124,1.0,[100],[-10],"[60,40]","[-36,43]",problem6269,7055.0," Loose 10 with 100 %, lose 36 with a 60 when the 40 , I would do option B because you have a 40 % chance of still winning $ 43 .",32.0
66,73124,0.0,"[25,75]","[-24,7]",[100],[-4],problem12440,8402.0," Lose 24 with 25 . This is demolition after 8 UTC and we are current , what happened after 10 UTC , Gas from 18 UTC , Dra out of generation .",32.0
67,73124,0.0,"[20,80]","[86,-1]","[75,12.5,12.5]","[-19,91.5,92.5]",problem2205,8738.0,75 % chance . Win 86 with 20 . Win 91 with 12 . Win 12 . Do option A because you are losing less .,26.0
68,73124,1.0,"[95,2.5,1.25,0.625,0.3125,0.3125]","[3,104,106,110,118,134]","[25,75]","[20,13]",problem2574,7285.0," Win three , the rest of the percentages are low . Go with option B because you have a bigger chance of winning that money .",26.0
